month_yyyy_mm,total_doses,pos_monthly,pct_Others,pct_S10_Anxiety_stress_depression_other_psychiatric_illnesses,pct_S11_Back_Problems,pct_S12_Other_musculoskeletal_problems,pct_S13_Cold_Cough_Flu_Influenza,pct_S15_Chest_respiratory_problems,pct_S17_Benign_and_malignant_tumours_cancers,pct_S25_Gastrointestinal_problems,pct_S26_Genitourinary_gynaecological_disorders,pct_S27_Infectious_diseases,pct_S28_Injury_fracture,pct_S98_Other_known_causes_not_elsewhere_classified,pct_S99_Unknown_causes_Not_specified
2020-10,0,7.37548387096774,13.711417053316723,27.24176639445523,5.2006967546624105,9.059109622316543,6.96600497456745,5.456111993119836,2.8333691825709812,6.480197113489537,3.253672830560424,5.249210439323549,5.099419773884712,6.160510858746293,3.2885130089863033
2020-11,0,8.48666666666667,12.847367599188804,26.208319170984495,4.8852139882019046,8.524211367873058,6.860237983127263,6.979615651745191,2.5713264664897104,5.78145213754053,3.0292069624738827,9.169522146728577,4.364011796299152,5.6903236735670815,3.089191055780352
2020-12,74000,9.72258064516129,12.127323251648873,25.97422702840777,4.58941359123653,8.233160493580355,7.363748092413398,8.374198267261326,2.548758478766517,5.649947210896587,2.8264009348502688,9.630023056756073,4.136758848718817,5.582735885947498,2.96330485951599
2021-01,814948,14.1532258064516,10.729559766824293,21.890833587802902,4.078557033476567,6.906402415576554,10.208748570155795,11.731607121740208,2.0582240933479388,4.45549471668657,2.18047346069783,14.20966979767553,3.675693245470444,5.177411632495188,2.6973245580501852
2021-02,278734,5.90142857142857,12.620325400586147,26.73958041820304,4.969698861716747,7.974463279806122,6.762231245966331,8.178779963714103,2.4005428002942537,5.371123911678248,2.533017806726054,9.354831995049803,4.507074927139737,5.741346292480289,2.8469830966391148
2021-03,479521,2.30612903225806,13.933603640746975,28.827855976958656,5.543689296330673,8.594796599972337,5.160807838216578,5.3792651762540755,2.8513580380149355,6.177947967067306,2.999317793585124,5.8134890856053305,5.00450226241593,6.626935684602531,3.0864306402295427
2021-04,542523,1.097,14.671236142484783,28.33807522894636,5.581571455956082,9.424571452493312,4.942697815595255,4.248768705906489,3.2022977982001537,6.659916324860025,3.157946223640764,4.032290047009569,5.422991303287753,7.063084119145194,3.254553382474253
2021-05,276786,0.824516129032258,14.84082048112341,28.840213182193615,5.648588025951565,10.11380960542633,4.541004635581643,3.754404271354527,3.1631611516955065,7.03145418752851,3.4827779078324808,3.057747832905418,5.4869682612030175,6.787896612776705,3.251153844427275
2021-06,112085,2.904,14.783147353999437,28.399901188950928,5.548890478859345,10.27775864304881,4.247311391081314,3.878957917068774,3.080326235536663,7.470943021372177,3.4879436307064533,3.052904356421423,5.794898625770376,6.744703005392397,3.232314151791903
2021-07,47982,8.66387096774194,13.818466671013878,27.809043406348096,5.292319096206873,9.834150945477786,5.054802916141936,4.79776866179473,2.8940626266206277,7.390331513887921,3.3151810242764617,4.78592016908978,5.51298046105487,6.425012201915226,3.069960306171815
2021-08,31501,8.02806451612903,13.142585582962933,27.848542254295378,5.209694195573883,9.724202925002508,5.477245194703238,5.204165359954203,2.825755226687447,7.305617258699894,3.1807503851889214,5.366052695135861,5.438495847920598,6.298921426503393,2.9779716473717346
2021-09,372996,6.86166666666667,12.927822142416696,26.629021998524983,5.0031922735144185,9.222049341894753,8.336830156992242,5.551177007838504,2.700265226727388,7.072898580735812,3.0702051806771746,5.255790738950057,5.158280875246447,6.203522779791049,2.8689436966904864
2021-10,425508,8.65483870967742,12.434994656674561,25.136964777563005,4.601220356027703,8.571973407492019,12.637784546500852,6.092306597026207,2.56147172936362,6.377094108946037,2.8464174968281295,5.126668866828201,4.565977483986973,6.143141726645087,2.903984246117599
2021-11,185325,9.17733333333333,12.751811699284087,25.716692561933606,4.499945111595771,8.52944774333718,11.844885356888618,6.112094135368537,2.6116967313484905,6.508722606701291,2.9755798479105846,4.827534200366386,4.534844154348761,6.102745968366237,2.983999882550444
2021-12,223480,16.0661290322581,10.889265810880193,23.71487028049223,3.8514130696132276,7.560207357564663,12.652370842867322,8.972883270100896,2.393642441493973,5.572039796122854,2.5816681846036147,9.453522452650901,4.105464866715439,5.613772581438075,2.6388790454566156
2022-01,65120,22.1267741935484,9.538035730234126,19.87881773325626,3.463482141403995,6.308920148607183,12.688702957825667,12.028554041358857,2.1189218789868076,4.516318468960899,2.0571201997705972,16.554025995806416,3.5341927921199168,4.934036086454104,2.3788718252151715
2022-02,17760,11.6778571428571,11.55663589419593,23.410999176583136,4.079866315927496,7.468580031509162,9.661559251958495,9.004657425525583,2.4876331230261437,6.13698851880621,2.567600752245524,11.251091477050517,4.096926280570616,5.612206908449579,2.665254844151604
2022-03,32560,18.5751612903226,10.630551292712147,20.541701200096583,3.720551316445491,6.808607390980175,11.179689071594755,10.488268458932444,2.2955845934651014,6.083195651180014,2.468851945081484,14.059746438359994,3.8363166373653232,5.257671619798212,2.629264383988286
2022-04,7400,9.61533333333333,10.805532059606325,20.435622504696006,3.7341162845699385,7.123092802571933,11.238759381827215,10.054254649507103,2.468205197999305,6.213334635493303,2.537840371808306,13.240948115796236,4.051024674392732,5.429347998379896,2.667921323351697
2022-05,7400,3.5058064516129,13.256433068989995,24.618766026799282,4.559856382787471,8.842933694610446,7.626248928255372,6.363591410965679,2.9107957381371024,7.662726002362602,3.1566791050790686,6.804318471103834,5.050331805582195,6.18221856277895,2.9651008025480117
2022-06,1480,5.32233333333333,16.536458333333336,0,5.468750000000001,11.067708333333334,10.937500000000002,9.635416666666668,3.515625000000001,9.375,3.90625,11.848958333333332,6.380208333333334,7.682291666666667,3.6458333333333335
2022-07,2960,9.11129032258065,14.30379746835443,0,4.6835443037974684,9.49367088607595,11.772151898734178,12.405063291139241,2.911392405063291,8.10126582278481,3.2911392405063293,17.21518987341772,5.3164556962025316,7.215189873417721,3.2911392405063293
2022-08,0,5.17387096774194,18.14516129032258,0,6.048387096774193,12.096774193548386,8.064516129032258,8.064516129032258,3.763440860215053,10.21505376344086,4.301075268817204,9.946236559139784,6.854838709677419,8.602150537634408,3.8978494623655906
2022-09,0,5.85133333333333,17.842876165113186,0,5.9920106524633825,11.717709720372838,11.45139813581891,7.323568575233024,3.7283621837549936,9.720372836218376,4.26098535286285,8.788282290279627,6.524633821571239,8.788282290279627,3.8615179760319576
2022-10,0,9.34612903225806,15.762273901808786,0,5.167958656330749,10.07751937984496,16.795865633074932,9.173126614987078,3.229974160206718,8.656330749354005,3.6175710594315245,10.594315245478034,5.297157622739017,8.139534883720929,3.488372093023256
2022-11,0,6.489,17.391304347826086,0,5.533596837944664,10.935441370223979,16.732542819499336,7.905138339920947,3.293807641633728,9.486166007905137,3.9525691699604737,6.982872200263504,5.665349143610013,8.432147562582346,3.6890645586297754
2022-12,0,9.87354838709677,14.015151515151514,0,4.292929292929292,8.83838383838384,27.77777777777778,9.217171717171716,2.777777777777778,7.44949494949495,3.1565656565656566,7.3232323232323235,4.797979797979798,7.07070707070707,3.2828282828282833
2023-01,0,8.46935483870968,16.38491547464239,0,5.071521456436931,10.143042912873861,21.456436931079324,8.84265279583875,3.2509752925877757,8.322496749024708,3.641092327698309,5.851755526657997,5.851755526657997,7.672301690507152,3.5110533159947983
2023-02,0,10.5360714285714,17.639257294429708,0,5.305039787798408,10.875331564986736,15.915119363395224,7.957559681697612,3.4482758620689653,9.814323607427056,3.978779840848806,6.7639257294429695,6.23342175066313,8.355437665782492,3.713527851458885
2023-03,0,10.4941935483871,17.918313570487484,0,5.138339920948616,10.67193675889328,14.756258234519102,8.168642951251647,3.4255599472990776,10.276679841897232,3.9525691699604737,7.7733860342556,5.928853754940711,8.432147562582346,3.557312252964427
2023-04,0,10.1946666666667,19.11170928667564,0,5.652759084791387,11.843876177658144,11.978465679676987,7.133243606998654,4.037685060565276,10.363391655450876,4.306864064602962,6.3257065948856,6.594885598923285,8.882907133243608,3.768506056527591
